,WOB Verzoek,Onderwerp,Datum van binnenkomst,Datum van antwoord,"Aantal dagen 
in behandeling","Binnen de 
termijn afgehandeld",Omvang document (aantal pagina's),Volledig verstrekte documenten,Deels verstrekte documenten,Niet verstrekte documenten,"Aantal overwogen 
documenten","Aantal dagen nodig 
gehad per document",Soort aanvraag,Bijzonderheden,URL,Ministerie
63,24,Onderzoek Jehova's Getuigen,2020-10-29,2021-06-16,230,Nee,600.0,"5 bijlagen
2 spreekteksten
1 factsheet
1 Q&A
1 woordvoeringslijn","231 mailwisselingen
1 verslag
9 nota's
2 chats
2 agenda's
1 achtergrondinformatie
1 stuk ter voorbereiding tv-optreden
2 memo's
1 document mbt ambtelijke ondersteuning
1 agendabundel
1 brief
5 bijlagen 
1 afschrift
1 Q&A","Niet verstrekt want reeds openbaar
17 mailwisselingen
1 motie
1 uitgave SRV
7 brieven 
2 rapporten
1 nota
1 contract voor onderzoek
1 movisie-document
1 bijlage
1 agenda

Niet verstrekt op grond van WOB
1 concept startnotitie
1 offerte
50 nota's
26 brieven
1 elektronische vragenlijst
1 concept website informatie
3 concept rapporten
19 grafieken
1 notulen
1 voorbereidend stuk
7 mailwisseling
1 conceptreactie
2 concept woordvoeringslijnen
1 foto
5 bijlagen
12 concept Q&A's
1 concept plan van aanpak
16 concept memo's
7 concept persberichten
3 stuk ter voorbereiding tv-optreden
6 factsheets
1 discussiedocument
8 spreekteksten
7 schetsen van regeling",486.0,0.4732510288065844,Verzoek om informatie inzake onderzoek naar seksueel misbruik en aangiftebereidheid binnen de Christelijke Gemeente van Jehova’s Getuigen,"Een grote diversiteit en hoeveelheid aan documenten wordt genoemd bij 'niet openbaar', vrijwel allemaal op grond van artikel 11.1 ",https://www.rijksoverheid.nl/documenten/wob-verzoeken/2021/06/16/wob-besluit-met-betrekking-tot-onderzoek-jehovas-getuigen,JenV
64,50,Richtlijnen en gebruik en werking e-screener,2020-06-10,2021-02-23,258,Nee,2.0,,,,0.0,,Verzoek om informatie inzake richtlijnen en gebruik en werking e-screener,"Betreft een besluit op bezwaar

Afwijzing op grond van het reeds openbaar zijn van de gevraagde informatie middels drie eerdere Wob-verzoeken, waarnaar wordt verwezen

258 dagen gedaan over het besluiten op een bezwaar, waarbij de informatie reeds openbaar is",https://www.rijksoverheid.nl/documenten/wob-verzoeken/2021/02/23/besluit-op-wob-verzoek-inzake-richtlijnen-en-gebruik-en-werking-e-screener,JenV
65,44,Contrabande PI Leeuwarden,2020-06-26,2021-03-19,266,Nee,72.0,,"53 rapporten
2 overzichten","Niet verstrekt want buiten reikwijdte
1 rapport
3 strafbeschikkingen",59.0,4.508474576271187,"Verzoek om meldingen en rapportages, inzake contrabande bij de PI Leeuwarden in 2019",,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2021/03/19/besluit-op-wob-verzoek-contrabande-pi-leeuwarden,JenV
66,55,Complexe scheidingen,2020-05-19,2021-02-10,267,Nee,86.0,1 infographic,"1 rapport
1 presentatie
1 opdracht
17 mails","Niet verstrekt want reeds openbaar
1 notitie
1 verslag
1 rapport
2 beantwoordingen Kamervragen

Niet verstrekt op grond van WOB
4 Q&A's
2 concept beantwoordingen Kamervragen",32.0,8.34375,"Verzoek om informatie over het
onderwerp complexe scheidingen (ook wel vechtscheidingen genoemd)",,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2021/02/10/besluit-op-wob-verzoek-met-betrekking-tot-complexe-scheidingen,JenV
67,49,Aanhouding en opsporing,2020-05-28,2021-02-25,273,Nee,19.0,,3 mails,"Niet verstrekt want reeds openbaar
1 kamerbrief

Niet verstrekt op grond van WOB
7 mailwisselingen
9 bijlagen
1 aanvraag
1 handelinsperspectief
1 brief
1 concept kamerbrief
1 mondelinge vraag
1 transport",20.0,13.65,Verzoek om informatie over de aanhouding en opsporing van (...),"De deels openbaargemaakte documenten betreffen 
mails over bijlagen zonder deze bijlagen en verder vrij
weinig informatie

De naam van de persoon die onderwerp is van het verzoek is gelakt, maar wordt in een van de documenten (mail over persbericht) wel weergegeven",https://www.rijksoverheid.nl/documenten/wob-verzoeken/2021/03/03/wob-besluit-mbt-aanhouding-en-opsporing,JenV
68,9,(Concept)-rapport 'Als de prooi de jager pakt',2020-09-24,2021-07-12,291,Nee,856.0,"1 detailrapport
1 herziene agenda procedurevergadering
1 regeling van werkzaamheden
1 speech
1 wederhoor J&V","8 bijlages
160 mailwisselingen
7 nota's
5 onderzoeken","Niet verstrekt want reeds openbaar
11 kamerstukken
1 krantenartikel
1 column
3 officiele bekendmakingen

Niet verstrekt op grond van WOB
16 inbreng schriftelijk overleg kabinetsreactie
15 kabinetsreacties
38 bijlages
14 concept-beantwoordingen
31 mailwisselingen",424.0,0.6863207547169812,Verzoek om documenten die betrekking hebben op het (concept-)rapport ‘Als de prooi de jager vangt’.,"Vijf afzonderlijke inventarislijsten vanwege het zeer
grote aantal documenten",https://www.rijksoverheid.nl/documenten/wob-verzoeken/2021/07/12/besluit-op-wob-verzoek-inzake-het-concept-rapport-als-de-prooi-de-jager-pakt,JenV
69,21,Vuurwerkramp Enschede en de Vuurwerkramp Culemborg 1991,2020-08-31,2021-06-23,296,Nee,92.0,,"3 digitale minuten
1 nota
1 agenda",,5.0,59.2,Verzoek om informatie over de Vuurwerkramp Enschede en de Vuurwerkramp Culemborg 1991,5 documenten zijn na een bezwaarschrift als onterecht buiten reikwijdte vallend beoordeeld en alsnog openbaar gemaakt middels dit besluit,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2021/06/18/besluit-op-een-bezwaar-tegen-een-wob-besluit-inzake-informatie-over-de-vuurwerkramp-enschede-en-de-vuurwerkramp-culemborg-1991,JenV
70,23,Ingezetenencriterium,2020-08-20,2021-06-16,300,Nee,274.0,"2 bijlagen
4 overzichten
1 schema
1 annotatie","30 nota's 
3 mail
2 overzicht
2 agenda's
3 oplegnota's
3 brieven
6 bijlagen
1 schema
1 annotatie","Niet verstrekt want reeds openbaar
17 bijlagen
12 brieven
1 advies
1 vonnis
1 operationeel plan

Niet verstrekt op grond van WOB
9 bijlagen",101.0,2.9702970297029703,Verzoek om informatie over de handhaving van het ingezetenencriterium (hierna: i-criterium) zoals opgenomen in de Aanwijzing Opiumwet,"alle reeds openbare documenten worden onder de
noemer bijlage benoemd",https://www.rijksoverheid.nl/documenten/wob-verzoeken/2021/06/16/besluit-op-wob-verzoek-inzake-het-ingezetenencriterium,JenV
71,74,Rapport en brief steekincident metro,2019-12-16,2020-11-03,323,Nee,205.0,,"7 verslagen
65 mails
4 concept communicatieplannen
6 nota's
2 memo's
3 agenda's
1 planning",,92.0,3.510869565217391,Verzoek om documenten inzake het rapport getiteld 'Incidentonderzoek dodelijk steekincident Amsterdamse metro',Inventarisatielijst ontbreekt,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2020/11/03/besluit-wob-verzoek-inzake-openbaarmaking-en-publicatie-rapport-en-brief-steekincident-metro-mvenj,JenV
72,70,Bezoeken van bewindslieden aan Marokko,2019-12-16,2020-11-13,333,Nee,39.0,,"14 mails
2 adviesformulieren","Niet verstrekt op grond van WOB
2 mails
1 uitnodiging
2 adviesformulieren
1 scooping note

Niet verstrekt want buiten reikwijdte
1 mail
1 nota
1 bijlage
1 dossiernotitie
1 spreektekst",41.0,8.121951219512194,Verzoek om informatie met betrekking op (voorstellen voor) bezoeken van bewindslieden aan Marokko en op het terugkeerbeleid naar Marokko,Deel van de documenten is beoordeeld door een ander ministerie (BZ),https://www.rijksoverheid.nl/documenten/wob-verzoeken/2020/11/13/besluit-op-wob-verzoek-inzake-marokko,JenV
73,62,Vrijwillige brandweer,2019-12-30,2020-12-11,347,Nee,1262.0,,"3 brieven
1 annotatie
1 notitie
1 programma
12 nota's
8 verslagen
1 arrest
4 adviesaanvragen
5 agenda's
1 verslag gesprek
1 positie
1 programmaplan
2 bijlagen
4 factsheets
1 spreektekst
2 facturen
3 projectplannen","Niet verstrekt want reeds openbaar
1 handreiking
2 arresten
2 perscommuniques
2 brieven
5 rechtsposities
3 rapporten
1 notitie

Niet verstrekt op grond van WOB
2 bijlagen
1 schriftelijke ronde
1 programma
2 verslagen
1 overleg
1 annotatie
1 vergaderstuk",207.0,1.6763285024154588,Verzoek om informatie met betrekking tot het goed functioneren van de (vrijwillige) brandweer en een prudente omgang met middelen,,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2020/12/11/besluit-op-wob-verzoek-vrijwillige-brandweer,JenV
74,68,Kabinetsbesluit om tijdelijk extra geld voor de sociale advocatuur uit te trekken,2019-11-20,2020-11-18,364,Nee,41.0,,14 mails,"Niet verstrekt want reeds openbaar
7 mails
1 persbericht

Niet verstrekt op grond van WOB
2 whatsapp chat
1 spreadsheet
14 mails
10 notities
2 persberichten
3 brieven",64.0,5.6875,Verzoek om informatie met betrekking tot de totstandkoming van het kabinetsbesluit d.d. vrijdag 15 november 2019 om extra geld uit te trekken voor de sociale advocatuur,"Mails over de inhoud zijn openbaargemaakt,
maar de inhoud niet",https://www.rijksoverheid.nl/documenten/wob-verzoeken/2020/11/18/besluit-op-wob-verzoek-inzake-kabinetsbesluit-om-tijdelijik-extra-geld-voor-de-sociale-advocatuur-uit-te-trekken,JenV
75,38,Influencers,2020-04-07,2021-04-22,380,Nee,2.0,,,,0.0,,Verzoek om informatie met betrekking tot de betalingen aan influencers voor de Alleen Samen-campagne en de totale kosten van deze campagne,"Verzoek afgewezen omdat er geen documenten zijn 
gevonden met de gevraagde informatie

Het verzoek had gericht moeten zijn aan Ministerie VWS, in het besluit wordt verwezen naar een ander wob-verzoek dat wel behandeld is door VWS",https://www.rijksoverheid.nl/documenten/wob-verzoeken/2021/04/22/besluit-wob-verzoek-inzake-influencers,JenV
76,83,Stelselwijziging rechtsbijstand,2019-08-28,2020-10-08,407,Nee,632.0,9 bijlagen bij mail,305 mails,"Niet verstrekt op grond van WOB
48 bijlagen bij mail
1 presentatie
7 mails",565.0,0.720353982300885,"Verzoek om informatie over de stelselwijziging gesubsidieerde rechtsbijstand, meer in het bijzonder inzake de pilot Consumentenzaken en het Topberaad rechtsbijstand",,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2020/10/08/wob-besluit-stelselwijziging-rechtsbijstand,JenV
77,79,Migratie vanuit Soedan naar Nederland,2019-07-25,2020-10-19,452,Nee,1532.0,1 overzicht,"486 mails
1 digitale minuut
2 overzichten
7 nota's
1 Q&A
21 interne verslagen
4 faxen
12 brieven
9 memo's","Niet verstrekt want reeds openbaar
6 bijlages bij mail
1 brief
1 uitspraak
1 ambtsbericht

Niet verstrekt op grond van WOB
20 mails
12 bijlages bij mail
1 brief
2 nota's

Niet verstrekt want buiten reikwijdte
1 spreektekst
116 mails
2 vergaderverzoeken
2 beantwoordingen Kamervragen
2 detailrapporten
1 hoor en wederhoor",796.0,0.5678391959798995,"Verzoek om documenten over migratie vanuit Soedan naar Nederland, over asielprocedures en uitzettingen van Soedanezen in Nederland en over voormalig Soedanees ambassadeur Sirajuddin Hamid Yousif",,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2020/10/19/besluit-op-wob-verzoek-over-soedan-19-oktober-2020,JenV
78,32,Adopties uit Indonesië,2020-02-04,2021-05-12,463,Nee,60.0,"1 vergadering
1 krantenartikel
1 vraaggesprek","2 krantenartikelen
1 brief
1 nieuwsbrief
1 lijst adoptiekanalen","Niet verstrekt want reeds openbaar
1 beantwoording kamervragen

Niet verstrekt op grond van WOB
1 concept nota",10.0,46.3,Verzoek om informatie over adopties uit Indonesië in de periode 1975-1985,"Vermelding dat de Wob niet strekt tot de beantwoording van vragen, maar met de openbaarmaking van documenten (in reactie op vragen van de aanvrager)

Verwijzing naar twee eerdere Wob-verzoeken en onderzoeksrapport van Commissie Joustra over het onderwerp adoptie uit Indonesië",https://www.rijksoverheid.nl/documenten/wob-verzoeken/2021/05/12/besluit-op-wob-verzoek-inzake-adopties-uit-indonesie,JenV
79,71,De beantwoording van Kamervragen inzake een tv-uitzending van Medialogica,2019-07-25,2020-11-12,476,Nee,724.0,,"180 mail(wisselingen)
1 werkstroom voorstel
1 nota","Niet verstrekt want reeds openbaar
2 (geannoteerde) Kamervragen
5 (eerdere) beantwoordingen KV
1 uitstelbericht TK

Niet verstrekt op grond van WOB
37 concept beantwoordingen
9 concept nota's
1 voordracht
1 mail",371.0,1.2830188679245282,Verzoek om informatie over (de beantwoording van) Kamervragen naar aanleiding van een uitzending van het tv-programma Medialogica van 28 april 2019 over het tv-programma Ontvoerd,"Een van de drie in het besluit genoemde inventarislijsten is niet aanwezig als bijlage, een andere is dubbel aanwezig",https://www.rijksoverheid.nl/documenten/wob-verzoeken/2020/11/12/besluit-op-wob-verzoek-mbt-de-beantwoording-van-kamervragen-inzake-een-tv-uitzending-van-medialogica,JenV
80,57,Klokkenluidersbrief over de Dienst Justitiële Inrichtingen,2019-05-23,2021-01-19,607,Nee,38.0,,14 mails,,14.0,43.357142857142854,Verzoek om de openbaarmaking van informatie die betrekking heeft op een klokkenluidersbrief over mogelijke misstanden bij de Dienst Justitiële Inrichtingen,"Betreft het tweede deelbesluit

607 dagen gedaan over 14 mails

Vrijwel alle mails zijn vrijwel volledig onleesbaar gemaakt",https://www.rijksoverheid.nl/documenten/wob-verzoeken/2021/01/19/besluit-op-wob-verzoek-naar-aanleiding-van-een-klokkenluidersbrief-over-de-dienst-justitiele-inrichtingen,JenV
81,22,Besluitvorming en gang van zaken rond de storing bij KPN,2019-09-30,2021-06-17,626,Nee,506.0,"5 schermafbeeldingen
4 vragenlijsten
1 verslag","8 Whatsapp Chats
3 brieven
317 mails
10 schermafbeeldingen
1 communiqué
1 quick scan","Niet verstrekt want reeds openbaar
8 mails
2 conceptkamerbrieven
2 brieven
1 operationeel draaiboek TK
1 regeling

Niet verstrekt op grond van WOB
39 rapportageberichten
14 mails
1 factsheet
1 spreektekst
8 Q&A's
1 afbeelding
2 appreciaties motie
1 instructiedocument
5 concept procedurevoorstellen
2 conceptnota's",464.0,1.3491379310344827,Verzoek om informatie met betrekking tot de besluitvorming en gang van zaken rond de storing bij KPN op maandag 24 juni 2019,"Alle mails, chatgesprekken, schermafbeeldingen zijn 
afzonderlijk geteld en opgenomen in de inventarislijst",https://www.rijksoverheid.nl/documenten/wob-verzoeken/2021/06/17/besluit-op-wob-verzoek-inzake-de-besluitvorming-en-gang-van-zaken-rond-de-storing-bij-kpn,JenV
82,41,KPN storing,2019-07-11,2021-04-08,637,Nee,508.0,"5 schermafbeeldingen
4 vragenlijsten
1 verslag","8 Whatsapp Chats
3 brieven
317 mails
10 schermafbeeldingen
1 communiqué
1 quick scan","Niet verstrekt want reeds openbaar
8 mails
2 conceptkamerbrieven
2 brieven
1 operationeel draaiboek TK
1 regeling

Niet verstrekt op grond van WOB
39 rapportageberichten
14 mails
1 factsheet
1 spreektekst
8 Q&A's
1 afbeelding
2 appreciaties motie
1 instructiedocument
5 concept procedurevoorstellen
2 conceptnota's",464.0,1.3728448275862069,Verzoek om informatie met betrekking tot documenten inzake de besluitvorming en gang van zaken rond de storing bij KPN op maandag 24 juni 2019,Deelbesluit 1 - hoort bij verzoek van 17 juni 2021 (nummer 22 dit document),https://www.rijksoverheid.nl/documenten/wob-verzoeken/2021/04/08/besluit-op-wob-verzoek-inzake-kpn-storing,JenV
83,17,Beleidswijziging tenuitvoerlegging levenslang,2019-06-14,2021-06-29,746,Nee,97.0,"1 infoblad
1 richtlijn
1 tekst
1 werkafspraak
2 brieven
1 notitie","2 nota's
8 presentaties
1 tekst
3 programma's
1 voorstel
2 verslagen
1 brief
1 factsheet","Niet verstrekt want reeds openbaar
1 brief
2 infobladen
1 regeling
1 verslag
1 nieuwsbericht

Niet verstrekt op grond van WOB
1 infoblad
1 brief
4 memo's 
1 voorstel
1 richtlijn
1 formulier
2 nota's
1 plan
2 verslagen
1 rapportage
2 visies",56.0,13.321428571428571,Verzoek om openbaarmaking van informatie over de beleidswijziging ten aanzien van de tenuitvoerlegging van levenslang,,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2021/06/29/besluit-op-wob-verzoek-beleidswijziging-tenuitvoerlegging-levenslang,JenV
84,48,Strafrechtelijke vervolging banken,2019-01-29,2021-03-01,762,Nee,30.0,,"1 brief
1 nota
2 notulen","Niet verstrekt want reeds openbaar
2 brieven

Niet verstrekt op grond van WOB
1 concept brief
1 brief",9.0,84.66666666666667,Verzoek om openbaarmaking van informatie inzake strafrechtelijke vervolging banken,"2 documenten zijn 'buiten beschouwingen gelaten',
met als opgegeven reden dat de documenten al 
betrokken zijn bij een Wob-verzoek door dezelfde 
aanvrager bij een ander Ministerie ",https://www.rijksoverheid.nl/documenten/wob-verzoeken/2021/03/01/wob-besluit-inzake-strafrechtelijke-vervolging-banken,JenV
0,19,St. Josephkerk/Orangerie Den Bosch,2021-03-22,2021-04-01,10,Ja,17.0,,"1 besluit
1 begroting",,2.0,5.0,Verzoek om informatie over het subsidiebesluit voor instandhouding St. Josephkerk/Orangerie te Den Bosch,Besluit in 10 dagen genomen,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2021/04/01/besluit-op-wob-verzoek-over-st.-josephkerk-orangerie-den-bosch,OCW
1,24,Jury prijsvraag werkdrukverlaging leraren,2021-02-26,2021-03-09,11,Ja,4.0,,,"Niet verstrekt op grond van WOB
1 draaiboek",1.0,11.0,Verzoek om documenten over de samenstelling van de jury die de ingezonden voorstellen in de 1e ronde van de Starthub prijsvraag voor werkdrukverlaging bij leraren heeft beoordeeld,"1 document aangetroffen, niet openbaar gemaakt op grond van Wob artikel 10.2e",https://www.rijksoverheid.nl/documenten/wob-verzoeken/2021/03/09/besluit-wob-verzoek-jury-prijsvraag-werkdrukverlaging-leraren,OCW
2,29,Contact Koningshuis over Centraal Examen 2020-2021,2021-02-11,2021-02-23,12,Ja,2.0,,,,0.0,,"Verzoek om openbaarmaking van alle schriftelijke en niet-schriftelijke communicatie tussen het ministerie van Onderwijs, Cultuur en Wetenschap en het Koninklijk Huis, die betrekking heeft op het Centraal Examen in het schooljaar 2020-2021",Verzoek afgewezen op de grond dat het contact waarover het wob-verzoek gaat niet heeft plaatsgevonden,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2021/02/23/besluit-wob-verzoek-contact-koningshuis-over-centraal-examen-2020-2021,OCW
3,20,Aantallen aanvragen voor kwijtschelding op medische gronden,2021-03-05,2021-03-26,21,Ja,5.0,1 overzicht,,,1.0,21.0,Verzoek om informatie over hoeveel aanvragen voor 'kwijtschelding op medische gronden' DUO heeft ontvangen over de periode 2016 tot en met 2019,Het openbaar gemaakte document is een overzicht dat een deel uitmaakt van een goter document,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2021/03/26/besluit-op-wob-verzoek-over-aantallen-aanvragen-voor-kwijtschelding-op-medische-gronden,OCW
4,40,Ongehoord Nederland,2020-11-20,2020-12-14,24,Ja,19.0,1 checklist,2 mails,,3.0,8.0,Verzoek om openbaarmaking van documenten die betrekking hebben op de aanvraag voor erkenning door aspirant omroep Ongehoord Nederland,,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2020/12/14/besluit-wob-verzoek-ongehoord-nederland,OCW
5,8,Leerlingvolgsysteem,2021-06-21,2021-07-16,25,Ja,4.0,,,,0.0,,Verzoek om informatie over het leerlingvolgsysteem,Er zijn geen documenten aangetroffen met de gevraagde informatie,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2021/07/16/besluit-op-wob-verzoek-over-het-leerlingvolgsysteem,OCW
6,42,Snelfietsroute Baardwijkse Overlaat,2020-10-20,2020-11-16,27,Ja,17.0,,"3 verslagen
1 pre-advies",,4.0,6.75,Verzoek om correspondentie over de Gebiedsontwikkeling Oostelijke Langstraat en de aanleg van een snelfietsroute door de Baardwijkse Overlaat,,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2020/11/16/besluit-wob-verzoek-snelfietsroute-baardwijkse-overlaat,OCW
7,7,Het door het Fries Museum ingediende aangepaste plan,2021-06-17,2021-07-19,32,Ja,5.0,,1 corona-addendum,,1.0,32.0,"Verzoek om openbaarmaking van het door het Fries Museum ingediende aangepaste plan met verbeterpunten naar aanleiding van het 'ja, mits-' advies van de Raad van Cultuur voor de BIS",Het ene (deels) openbaar gemaakte document is niet bijgevoegd,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2021/07/19/besluit-wob-verzoek-over-het-door-het-fries-museum-ingediende-aangepaste-plan,OCW
8,15,Cijfers langdurig zieke kinderen,2021-03-16,2021-04-20,35,Ja,4.0,,,,0.0,,,Er zijn geen documenten aangetroffen met de gevraagde informatie,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2021/04/20/besluit-op-wob-verzoek-over-cijfers-langdurig-zieke-kinderen,OCW
9,25,Berekeningen Financiële Staat van het Onderwijs 2019,2021-02-01,2021-03-08,35,Ja,6.0,3 berekeningen,,,3.0,11.666666666666666,Verzoek om het overzicht van berekeningen per schoolbestuur dat aan informatie in de Financiële Staat van het Onderwijs 2019 over eigen vermogen ten grondslag ligt,Het besluit bevatte uitgestelde openbaarmaking om derde belanghebbenden de kans te geven bezwaar te maken tegen de openbaarmaking,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2021/03/08/besluit-wob-verzoek-berekeningen-financiele-staat-van-het-onderwijs-2019,OCW
10,47,Het rijksmonument aan de Koningslaan 7C te Bunnik,2020-08-28,2020-10-02,35,Ja,146.0,"1 brief
1 kadastraal uittreksel","16 brieven
1 bijlage
1 vergunning",,49.0,0.7142857142857143,Verzoek om informatie over het rijksmonument aan de Koningslaan 7C te Bunnik betreffende de periode 2012 tot aan heden,"Inventarislijst ontbreekt

Een aantal documenten die openbaar worden gemaakt
volgens het besluit ontbreken in de bijlage",https://www.rijksoverheid.nl/documenten/wob-verzoeken/2020/10/02/besluit-op-wob-verzoek-over-koningslaan-7c-te-bunnik,OCW
11,31,Aanjager voor aanpak lerarentekort,2021-01-05,2021-02-11,37,Ja,28.0,,"1 nota
1 dienstverleningsovereenkomst
1 offerteaanvraag 
1 aanvaarding offerte",,4.0,9.25,Verzoek om informatie over de aanstelling van een 'aanjager voor de aanpak van het lerarentekort',,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2021/02/11/besluit-op-wob-verzoek-over-aanjager-voor-aanpak-lerarentekort,OCW
12,26,Ledentelling,2021-01-20,2021-03-03,42,Ja,80.0,"1 checklist
1 mail
1 bijlage
1 brief
1 tijdpad","19 mails
3 brieven","Niet verstrekt want reeds openbaar
1 nota 
1 checklist
1 mail

Niet verstrekt, want buiten reikwijdte
1 lijst",30.0,1.4,Verzoek om informatie over het vaststellen van de peildatum voor de ledentelling en het vasthouden daaraan,,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2021/03/03/besluit-op-wob-verzoek-over-ledentelling,OCW
13,48,Kabeltracé Ameland,2020-08-13,2020-09-25,43,Ja,69.0,,"4 mails
1 veldonderzoek",,5.0,8.6,Verzoek om informatie over de vergunningverlening aan de Nederlandse Aardolie Maatschappij B.V. voor de aanleg van een 20kV kabel tussen locaties Ameland-Oost-1 en Ameland-Westgat-1,,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2020/09/25/besluit-wob-verzoek-over-kabeltrace-ameland,OCW
14,17,Subsidies Stichting BREIN,2021-02-26,2021-04-15,48,Ja,79.0,"3 subsidie aanvragen
2 begrotingen
1 directiereglement","10 mails
2 verslagen
1 conceptverslag
2 uitnodiging
1 brief
1 beschikking
1 bijlage","Niet verstrekt want reeds openbaar
1 uittreksel KvK

Niet verstrekt op grond van WOB
1 bankafschrift

Niet verstrekt, want buiten reikwijdte
4 bijlagen bij mail",31.0,1.5483870967741935,Verzoek om informatie over alle subsidies die in de afgelopen twee jaar aan Stichting BREIN zijn verstrekt,,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2021/04/15/besluit-op-wob-verzoek-over-subsidies-stichting-brein,OCW
15,9,Besluit toegang SOO tot het CABR,2021-05-17,2021-07-08,52,Ja,44.0,,"1 advies
1 verzoek advies
1 beslissing op bezwaar",,2.0,26.0,Verzoek om informatie over besluit toegang Stichting Onderzoek Oorlogsmisdaden tot het Centraal Archief Bijzondere rechtspleging,"Een derde document is formeel als buiten verzoek beoordeeld, maar is voor de volledigheid toegevoegd",https://www.rijksoverheid.nl/documenten/wob-verzoeken/2021/07/08/besluit-op-wob-verzoek-over-besluit-toegang-soo-tot-het-cabr,OCW
16,41,Masterplan Parkhaven,2020-10-20,2020-12-11,52,Ja,490.0,"1 studie
1 uitgangspunten
1 masterplan
1 verkenning
1 transformatiekader","29 mails
1 amendement
1 verslag
1 reactie op plannen
1 advies","Niet verstrekt want reeds openbaar
1 toetsingskader

Niet verstrekt op grond van WOB
1 reactie op offerte
3 concept verkenningen
2 conept transformatiekaders",47.0,1.1063829787234043,Verzoek om informatie over alle correspondentie tussen de Rijksdienst voor het Cultureel Erfgoed (RCE) en andere betrokken partijen bij het Masterplan Parkhaven,De openbaargemaakte documenten zijn op de website van Rijksoverheid verdeeld in 3 bijlagen bij het originele besluit,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2020/12/11/besluit-op-wob-verzoek-over-masterplan-parkhaven,OCW
17,33,Beantwoording van vragen en behandeling van een Wob-verzoek over het Kabeltracé Ameland,2020-12-17,2021-02-08,53,Ja,32.0,,12 mails,,12.0,4.416666666666667,Verzoek over beantwoording van vragen en behandeling van een Wob-verzoek over het Kabeltracé Ameland,,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2021/02/08/besluit-wob-verzoek-over-beantwoording-van-vragen-en-behandeling-van-een-wob-verzoek-over-het-kabeltrace-ameland,OCW
18,22,Seksueel misbreuk en aangiftebereidheid Jehova's Getuigen,2021-01-21,2021-03-16,54,Ja,4.0,,,,0.0,,Verzoek om informatie over documenten betreffende contactwisseling bij het onderzoek naar seksueel misbruik en aangiftebereidheid binnen de gemeentschap van Jehova's Getuigen verricht door de Universiteit Utrecht,Afgewezen op de grond dat een wob-verzoek over hetzelfde onderwerp reeds alle documenten openbaar heeft gemaakt en de Wob niet van toepassing is op reeds openbare documenten,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2021/03/16/besluit-op-wob-verzoek-over-seksueel-misbreuk-en-aangiftebereidheid-jehovas-getuigen,OCW
19,21,Film De Oost,2021-01-21,2021-03-16,54,Ja,23.0,,6 mails,,6.0,9.0,"Verzoek om informatie over de film 'De Oost' en het Iespakket 'De Wereld van de Oost', met in het bijzonder gegevens van contactmomenten tussen Nederlandse overheidsorganen onderling en met buitenlandse publiek- en privaatrechtelijke organen",,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2021/03/16/besluit-op-wob-verzoek-over-film-de-oost,OCW
20,46,Maritieme vondstmeldingen vanaf 2018,2020-08-13,2020-10-07,55,Ja,2.0,1 lijst,,,1.0,55.0,Verzoek om maritieme vondstmeldingen vanaf 12 juni 2017 tot en met 14 augustus 2020 openbaar te maken,"55 dagen om 1 document te beoordelen

In antwoord op het verzoek is een lijst met vondstmeldingen samengesteld",https://www.rijksoverheid.nl/documenten/wob-verzoeken/2020/10/07/besluit-op-wob-verzoek-over-maritieme-vondstmeldingen-vanaf-2018,OCW
21,49,Kleine Regionale Commerciële Omroepen (KRCO),2020-07-31,2020-09-24,55,Ja,8.0,,1 mailwisseling,,1.0,55.0,"Verzoek om correspondentie tussen het ministerie van Onderwijs, Cultuur en Wetenschap (OCW) en de Kleine Regionale Commerciële Omroepen (KRCO) in de jaren 2018, 2019 en 2020",55 dagen om 1 document te beoordelen,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2020/09/24/besluit-wob-verzoek-correspondentie-ocw-en-krco,OCW
